"Field.Number","National.Database.Number","Affiliation","Common.Name","Observation.Date","State","County","City...from.strandings.table","Locality.Detail","Latitude","mean_lat","Lat_error","Longitude","mean_long","Long_error"
"CWC-MAR-16-083-R","SW-2017-1193135","California Wildlife Center","Seal, northern elephant","2017-MAY-30","CA","Los Angeles","Malibu","Westward Beach",34.001372,33.9463884433333,-0.0549835566666701,-118808591,-118.555894658204,118808472.444105
"FMMMCC-08-120","SW-2008-1081769","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2008-APR-11","CA","Los Angeles","SANTA MONICA","TOWER 22",34.00303,33.9463884433333,-0.0566415566666691,-11849137,-118.555894658204,11849018.4441053
"FMMMCC-16-262","SW-2016-1183769","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-APR-02","CA","Los Angeles","SANTA MONICA","SANTA MONICA BEACH",34.003611,33.9463884433333,-0.057222556666666,-18.492308,-118.555894658204,-100.063586658204
"FMMMCC-09-064","SW-2009-1088089","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2009-MAR-15","CA","Los Angeles","MALIBU","ESCONDIDO BEACH",34.013611,33.9463884433333,-0.067222556666664,-117.180556,-118.555894658204,-1.37533865820392
"PMMC-Z-06-11-24-072","SW-2006-1063035","Pacific Marine Mammal Center","Sea lion, California","2006-NOV-24","CA","Orange","BOLSA CHICA",NA,34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-07-04-21-033","SW-2007-1066201","Pacific Marine Mammal Center","Sea lion, California","2007-APR-21","CA","Orange","HUNTINGTON BEACH","BOLSA CHICA STATE BEACH, IN FRONT OF CAMPGROUND",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-07-02-05-012","SW-2007-1064731","Pacific Marine Mammal Center","Sea lion, California","2007-FEB-05","CA","Orange","HUNTINGTON BEACH","BOLSA CHICA STATE BEACH",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-07-01-21-007","SW-2007-1063763","Pacific Marine Mammal Center","Sea lion, California","2007-JAN-21","CA","Orange","BOLSA CHICA","ON JETTY",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-P-08-07-03-018","SW-2008-1083781","Pacific Marine Mammal Center","Seal, harbor","2008-JUL-03","CA","Orange","HUNTINGTON BEACH","BOLSA CHICA STATE BEACH BY MAIN ENTRANCE",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-08-05-13-039","SW-2008-1076529","Pacific Marine Mammal Center","Sea lion, California","2008-MAY-13","CA","Orange","HUNTINGTON BEACH","BOLSA CHICA STATE BEACH, MAIN ENTRANCE",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-09-04-09-053","SW-2009-1089109","Pacific Marine Mammal Center","Sea lion, California","2009-APR-09","CA","Orange","BOLSA CHICA",NA,34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-09-01-18-011","SW-2009-1085145","Pacific Marine Mammal Center","Sea lion, California","2009-JAN-18","CA","Orange","BOLSA CHICA","TOWER 19",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-12-03-17-012","SW-2012-1140080","Pacific Marine Mammal Center","Sea lion, California","2012-MAR-17","CA","Orange","BOLSA CHICA","TOWER 26",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-08-05-14-040","SW-2008-1076577","Pacific Marine Mammal Center","Sea lion, California","2008-MAY-14","CA","Orange","HUNTINGTON BEACH","BOLSA CHICA STATE BEACH BY MAIN ENTRANCE",34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"PMMC-Z-09-12-23-183","SW-2009-1103453","Pacific Marine Mammal Center","Sea lion, California","2009-DEC-23","CA","Orange","BOLSA CHICA",NA,34.0143,33.4288729554098,-0.585427044590162,-118.3315,-117.695306882181,0.636193117818962
"FMMMCC-15-608","SW-2015-1182202","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JUN-04","CA","Los Angeles","MALIBU","PIRATES COVE",34.014722,33.9463884433333,-0.0683335566666656,-188.8125,-118.555894658204,70.2566053417961
"FMMMCC-14-469","SW-2014-1176046","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2014-NOV-27","CA","Marin","MALIBU","PIRATES COVE",34.014722,37.9381007172236,3.92337871722363,-118.8125,-122.700538206835,-3.88803820683545
"FMMMCC-10-397","SW-2010-1122687","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2010-MAY-23","CA","Orange","CORONA DEL MAR","PIRATES COVE",34.014722,33.4288729554098,-0.585849044590162,-118.8125,-117.695306882181,1.11719311781896
"FMMMCC-10-168","SW-2010-1120277","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2010-APR-03","CA","Alameda","MALIBU","PIRATES COVE",34.014772,37.733195088785,3.71842308878504,-118.8125,-122.232513756075,-3.42001375607477
"PMMC-Z-13-01-06-003","SW-2013-1146262","Pacific Marine Mammal Center","Sea lion, California","2013-JAN-06","CA","Orange","MALIBU","31952 PACIFIC COAST HIGHWAY",34.0213,33.4288729554098,-0.59242704459016,-118.5217,-117.695306882181,0.826393117818952
"FMMMCC-08-278","SW-2008-1083475","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2008-JUN-21","CA","Orange","MALIBU","CARBON BEACH 22210 PCH",34.022,33.4288729554098,-0.593127044590162,-118.3928,-117.695306882181,0.697493117818951
"FMMMCC-09-065","SW-2009-1088091","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2009-MAR-15","CA","Los Angeles","MALIBU","ESCONDIDO BEACH",34.025556,33.9463884433333,-0.0791675566666683,-117.233333,-118.555894658204,-1.32256165820391
"FMMMCC-09-063","SW-2009-1088087","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2009-MAR-15","CA","Los Angeles","MALIBU","BROAD BEACH",34.030278,33.9463884433333,-0.0838895566666693,-117.156389,-118.555894658204,-1.39950565820391
"FMMMCC-10-517","SW-2010-1122906","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2010-JUL-25","CA","Los Angeles","MALIBU","MALIBU ROAD",34.030556,33.9463884433333,-0.0841675566666638,-118709444,-118.555894658204,118709325.444105
"FMMMCC-15-049","SW-2015-1176423","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-18","CA","Humboldt","MALIBU","LITTLE DUNES",34.031667,40.8069794130663,6.77531241306633,-118.749444,-124.122170449186,-5.37272644918649
"LACM-DSJ-2201","SW-2006-1139324","Los Angeles County Museum of Natural History","Dolphin, common, long-beaked","2006-APR-12","CA","Orange","Huntington Beach","Just N of Santa Ana River",34.0319,33.4288729554098,-0.603027044590164,-118.5683,-117.695306882181,0.87299311781895
"FMMMCC-09-062","SW-2009-1088105","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2009-MAR-15","CA","Los Angeles","MALIBU","SEA LEVEL DRIVE",34.035,33.9463884433333,-0.0886115566666632,-117.137778,-118.555894658204,-1.41811665820391
"CWC-MAR-15-026","SW-2015-1171753","California Wildlife Center","Sea lion, California","2015-FEB-25","CA","Los Angeles","Malibu","Las Flores Beach west end",34.036726,33.9463884433333,-0.0903375566666682,-11863466,-118.555894658204,11863347.4441053
"FMMMCC-13-435","SW-2013-1155741","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2013-APR-02","CA","Marin","MALBU","PIER",34.037302,37.9381007172236,3.90079871722363,-118.676175,-122.700538206835,-4.02436320683545
"CWC-MAR-16-127","SW-2016-1183863","California Wildlife Center","Seal, northern elephant","2016-MAR-24","CA","Los Angeles","Malibu","Carbon Beach- Malibu Beach Inn",34.037939,33.9463884433333,-0.0915505566666681,-188.674325,-118.555894658204,70.1184303417961
"FMMMCC-15-024","SW-2015-1177003","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-11","CA","Marin","MALIBU","UNDER DAVID GEFFINS HOUSE AT CARBON BEACH",34.038889,37.9381007172236,3.89921171722363,-118.660833,-122.700538206835,-4.03970520683545
"FMMMCC-15-050","SW-2015-1176424","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-20","CA","Humboldt","MALIBU","18412 PCH ON THE ROCKS IN FRONT OF RESTAURANT",34.039497,40.8069794130663,6.76748241306633,-118.576147,-124.122170449186,-5.54602344918648
"FMMMCC-09-061","SW-2009-1088107","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2009-MAR-14","CA","Los Angeles","MALIBU","LEO CARILLO",34.043889,33.9463884433333,-0.0975005566666667,-117.061389,-118.555894658204,-1.49450565820391
"BLANK","SW-2016-1187610","VANDENBERG AIR FORCE BASE","Sea lion, California","2016-JUN-19","CA","Ventura","Lompoc","Surf North",34.067902,34.1860281307087,0.118126130708667,-120.607645,-119.214604851601,1.39304014839895
"TMMC-CSL-9351","SW-2010-1123704","The Marine Mammal Center","Sea lion, California","2010-MAR-05","CA","San Luis Obispo",NA,"OCEANO DUNES VEHICULAR RECREATION AREA, POST 4",34.074,35.3012965156931,1.22729651569315,-120.636,-120.844880020444,-0.208880020443928
"FMMMCC-09-199","SW-2009-1093137","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2009-MAY-03","CA","Los Angeles","MALIBU","POINT DUME",34.086944,33.9463884433333,-0.140555556666669,-118063611,-118.555894658204,118063492.444105
"CIMWI-11-D012-ZC-009","SW-2011-1187278","Channel Islands Marine and Wildlife Institute","Sea lion, California","2011-MAY-30","CA","Ventura","Unincorporated","Hollywood Beach approx. 3201 ocean",34.09754,34.1860281307087,0.0884881307086616,-199.13797,-119.214604851601,79.9233651483989
"NONE-ASSIGNED","SW-2009-1098059","CHANNEL ISLANDS HARBOR PATROL","Sea lion, California","2009-APR-13","CA","Ventura","OXNARD","HOLLYWOOD BEACH SOUTH",34.1,34.1860281307087,0.0860281307086623,-199.14,-119.214604851601,79.9253951483989
"CAS-RB-6040","SW-2010-1139347","California Academy of Sciences","Sea lion, California","2010-JUL-02","CA","San Mateo",NA,"Bradley Beach, Foot of Elliot Falls, S. of Ano Nuevo",34.107434,37.414328568614,3.30689456861396,-122.293222,-122.423210366016,-0.12998836601642
"SWC-ZC-15-885B","SW-2015-1174474","SeaWorld of California","Sea lion, California","2015-MAY-30","CA","Ventura",NA,"SILVER STRAND BEACH. NO SPECIFIC CITY LISTED.",34.14588,34.1860281307087,0.0401481307086655,-11921612,-119.214604851601,11921492.7853951
"CIMWI-13-D074-ZC-049","SW-2013-1154517","Channel Islands Marine and Wildlife Institute","Sea lion, California","2013-JUL-08","CA","Ventura","Unincorporated","Hollywood Beach, last LG tower from La Granada",34.165461,34.1860281307087,0.0205671307086632,-114.231472,-119.214604851601,-4.98313285160106
"NONE-ASSIGNED","SW-2009-1098475","Channel Islands Marine and Wildlife Institute","UNIDENTIFIED COMMON DOLPHIN","2009-APR-30","CA","Ventura","UNINCORPORATED","EMMA WOOD STATE BEACH, SPACE 45",34.17141,34.1860281307087,0.0146181307086621,-199.1949,-119.214604851601,79.9802951483989
"PMMC-Z-07-04-24-044","SW-2007-1066233","Pacific Marine Mammal Center","Sea lion, California","2007-APR-24","CA","Orange","BOLSA CHICA","WETLAND AREA",34.1738,33.4288729554098,-0.744927044590163,-118.1035,-117.695306882181,0.408193117818954
"NONE-ASSIGNED","SW-2009-1100387","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-JUN-17","CA","Ventura",NA,"APPROXIMATELY 1/4 MILE NORTH OF EMMA WOOD STATE BEACH",34.17544,34.1860281307087,0.0105881307086619,-199.20327,-119.214604851601,79.988665148399
"NON-ASSIGNED","SW-2009-1092503","Channel Islands Marine and Wildlife Institute","Seal, harbor","2009-FEB-15","CA","Ventura","SOLIMAR BEACH","SOLIMAR BEACH, APPROXIMATELY 3010",34.18652,34.1860281307087,-0.000491869291337821,-19.31568,-119.214604851601,-99.8989248516011
"SBMMC-13-17","SW-2013-1169136","Santa Barbara Marine Mammal Center","Seal, harbor","2013-JAN-29","CA","Santa Barbara","CARPENTERIA","RINCON PT, CASITAS PIER",34.2201,34.3506933583508,0.130593358350751,-114.2908,-119.641280476655,-5.35048047665505
"NONE-ASSIGNED","SW-2009-1102231","VANDENBERG AIR FORCE BASE","Sea lion, California","2009-AUG-29","CA","Santa Barbara","LOMPOC","WALL BEACH",34.2228,34.3506933583508,0.127893358350754,-121.3635,-119.641280476655,1.72221952334495
"NONE-ASSIGNED","SW-2009-1102367","VANDENBERG AIR FORCE BASE","Pinniped, unidentified","2009-SEP-04","CA","Santa Barbara","LOMPOC","WALL BEACH",34.2228,34.3506933583508,0.127893358350754,-121.3635,-119.641280476655,1.72221952334495
"SBMMC-07-132","SW-2007-1081707","Santa Barbara Marine Mammal Center","Sea lion, California","2007-JUN-26","CA","San Mateo","CARPINTERIA","CARPINTERIA STATE BEACH",34.2323,37.414328568614,3.18202856861396,-119.3084,-122.423210366016,-3.11481036601641
"CIMWI-V-16-D-036-ZC-029","SW-2016-1193180","Channel Islands Marine and Wildlife Institute","Sea lion, California","2016-APR-14","CA","Ventura","Ventura","Surfer""s Knoll near Santa Clara River",34.2347,34.1860281307087,-0.0486718692913328,-110.2655,-119.214604851601,-8.94910485160105
"SBMMC-09-109","SW-2009-1122163","Santa Barbara Marine Mammal Center","Seal, northern elephant","2009-APR-13","CA","San Mateo",NA,"SHORELINE PARK",34.24,37.414328568614,3.17432856861396,-119.42,-122.423210366016,-3.00321036601642
"SBMMC-08-45","SW-2008-1089881","Santa Barbara Marine Mammal Center","Seal, northern elephant","2008-MAR-26","CA","Santa Barbara","SANTA BARBARA","LEADBETTER BEACH",34.2408,34.3506933583508,0.109893358350753,-19.4196,-119.641280476655,-100.221680476655
"SBMMC-08-92","SW-2008-1091847","Santa Barbara Marine Mammal Center","Seal, northern elephant","2008-APR-26","CA","Santa Barbara","SANTA BARBARA","ARROYO BURRO BEACH COUNTY PARK",34.2415,34.3506933583508,0.109193358350751,-19.4463,-119.641280476655,-100.194980476655
"TMMC-CSL-11781","SW-2015-1176545","The Marine Mammal Center","Sea lion, California","2015-FEB-24","CA","San Luis Obispo","Cambria","Moonstone Beach, Wymouth Road",34.242,35.3012965156931,1.05929651569315,-121.67,-120.844880020444,0.825119979556078
"SBMMC-08-61","SW-2008-1090267","Santa Barbara Marine Mammal Center","Seal, northern elephant","2008-APR-04","CA","Santa Barbara","SANTA BARBARA","ARROYO BURRO BEACH COUNTY PARK",34.2432,34.3506933583508,0.107493358350752,-19.4527,-119.641280476655,-100.188580476655
"SBMMC-08-43","SW-2008-1089845","The Marine Mammal Center","Seal, northern elephant","2008-MAR-25","CA","Santa Barbara","CARPINTERIA","SANTA CLAUS LANE",34.2433,34.3506933583508,0.107393358350755,-11932.84,-119.641280476655,11813.1987195233
"SBMMC-10-392","SW-2010-1136740","Santa Barbara Marine Mammal Center","Sea lion, California","2010-DEC-14","CA","Santa Barbara","Goleta","Goleta Beach. Beachside Restaurant.",34.2499,34.3506933583508,0.100793358350757,-199.4976,-119.641280476655,79.856319523345
"SBMMC-08-42","SW-2008-1089815","Santa Barbara Marine Mammal Center","Seal, northern elephant","2008-MAR-24","CA","Santa Barbara","MONTECITO","MIRAMAR BEACH",34.2507,34.3506933583508,0.0999933583507513,-19.3786,-119.641280476655,-100.262680476655
"SBMMC-07-48","SW-2007-1072497","Santa Barbara Marine Mammal Center","Sea lion, California","2007-APR-09","CA","Santa Barbara",NA,"ELLWOOD BEACH",34.252,34.3506933583508,0.0986933583507508,-19.536,-119.641280476655,-100.105280476655
"SBMMC-10-370","SW-2010-1138313","Santa Barbara Marine Mammal Center","Sea lion, California","2010-AUG-04","CA","Santa Barbara","Goleta","Refugio El Capitan Beach State Park",34.2757,34.3506933583508,0.0749933583507527,-1200155,-119.641280476655,1200035.35871952
"CAS-KGS-203","SW-2010-1125924","California Academy of Sciences","Sea lion, California","2010-APR-05","CA","Sonoma","BODEGA BAY","BODEGA BAY, DORAN BEACH",34.3130667,38.3566856644422,4.04361896444219,-123.0465667,-123.089955217647,-0.0433885176470596
"TMMC-CSL-11503-R1","SW-2015-1180370","The Marine Mammal Center","Sea lion, California","2015-JAN-29","CA","San Luis Obispo","Morro Bay","Morro Bay Harbor, near Libertine Pub on the Embarcadero",34.3657,35.3012965156931,0.935596515693149,-120.8533,-120.844880020444,0.00841997955608065
"SBMMC-14-36","SW-2014-1169480","Santa Barbara Marine Mammal Center","Sea lion, California","2014-MAR-12","CA","San Mateo","Carpinteria","Rincon",34.3752,37.414328568614,3.03912856861396,-119.481,-122.423210366016,-2.94221036601643
"TMMC-CSL-11063","SW-2014-1171238","Santa Barbara Marine Mammal Center","Sea lion, California","2014-MAY-11","CA","Santa Barbara","Santa Barbara","Thousand Steps",34.3952,34.3506933583508,-0.0445066416492494,-199.7145,-119.641280476655,80.0732195233449
"SBMMC-14-34","SW-2014-1182479","Santa Barbara Marine Mammal Center","Seal, northern elephant","2014-MAR-12","CA","San Mateo","Santa Barbara","Leadbetter Beach",34.4013,37.414328568614,3.01302856861396,-119.9933,-122.423210366016,-2.42991036601641
"SBMMC-14-17","SW-2014-1169470","Santa Barbara Marine Mammal Center","Sea lion, California","2014-FEB-26","CA","San Mateo","Santa Barbara","Braemar",34.4053,37.414328568614,3.00902856861396,-119.7545,-122.423210366016,-2.66871036601643
"SBMMC-14-157","SW-2014-1170852","Santa Barbara Marine Mammal Center","Sea lion, California","2014-APR-17","CA","Santa Barbara","Carpinteria","Sta. Claus/Arabian Nights",34.4055,34.3506933583508,-0.0548066416492503,-199.5473,-119.641280476655,79.906019523345
"SBMMC-14-95","SW-2014-1169790","Santa Barbara Marine Mammal Center","Sea lion, California","2014-APR-04","CA","San Mateo","Santa Barbara",NA,34.408,37.414328568614,3.00632856861396,-119.6877,-122.423210366016,-2.73551036601641
"TMMC-CSL-10759","SW-2013-1159981","The Marine Mammal Center","Sea lion, California","2013-OCT-31","CA","Santa Barbara","Isla Vista","Coal Oil Point",34.4128,34.3506933583508,-0.062106641649244,-199.4128,-119.641280476655,79.7715195233449
"TMMC-CSL-12143","SW-2015-1177435","The Marine Mammal Center","Sea lion, California","2015-MAR-29","CA","Santa Barbara","Santa Barbara","Hope Ranch",34.4147,34.3506933583508,-0.0640066416492502,-117.802,-119.641280476655,-1.83928047665505
"CIMWI-SB-16-D-099-ZC-079","SW-2016-1193054","Channel Islands Marine and Wildlife Institute","Sea lion, California","2016-SEP-30","CA","Santa Barbara","Summerland",NA,34.417727,34.3506933583508,-0.0670336416492461,-119592238,-119.641280476655,119592118.35872
"SBMMC-14-161","SW-2014-1171002","Santa Barbara Marine Mammal Center","Sea lion, California","2014-APR-19","CA","San Mateo","Santa Barbara","Miramar",34.4178,37.414328568614,2.99652856861396,-119.5927,-122.423210366016,-2.83051036601643
"TMMC-CSL-9810","SW-2010-1143086","The Marine Mammal Center","Sea lion, California","2010-AUG-19","CA","San Luis Obispo","Cayucos","Cayucos State Beach",34.424,35.3012965156931,0.877296515693146,-120.887,-120.844880020444,0.0421199795560767
"SBMNH-2008-19","SW-2008-1080395","Santa Barbara Museum of Natural History","Porpoise, harbor","2008-AUG-10","CA","San Luis Obispo","Cayucos","Cayucos State Beach, at 3266 Studio Drive",34.425,35.3012965156931,0.876296515693149,-120.887,-120.844880020444,0.0421199795560767
"SWC-ZC-15-608B-R1","SW-2015-1180615","SeaWorld of California","Sea lion, California","2015-DEC-28","CA","San Diego","SAN DIEGO","140 SYLVESTER RD. SAN DIEGO CA, 92106-3251 IS CLOSEST ADDRESS. NORTH HARBOR DRIVE AND LANING ROAD ARE CROSS STREETS.",34.4326,32.8061558059814,-1.62644419401862,-117.126,-117.233907868453,-0.107907868453324
"TMMC-CSL-9265","SW-2009-1121890","The Marine Mammal Center","Sea lion, California","2009-OCT-25","CA","San Mateo","HALF MOON BAY","REDONDO BEACH (MONTEREY BAY NATIONAL MARINE SANCTUARY), 1 MILE SOUTH OF POPLAR STREET",34.4402,37.414328568614,2.97412856861396,-122.4432,-122.423210366016,0.0199896339835846
"SWC-ZC-15-861B","SW-2015-1174322","SeaWorld of California","Sea lion, California","2015-MAY-25","CA","San Mateo","UNKNOWN","MIRIMAR BEACH. SPECIFIC CITY NOT LISTED.",34.46164,37.414328568614,2.95268856861396,-120.07662,-122.423210366016,-2.34659036601641
"TMMC-CSL-12395","SW-2015-1178489","The Marine Mammal Center","Sea lion, California","2015-MAY-02","CA","Santa Barbara","Goleta","Goleta Beach County Park",34.4713,34.3506933583508,-0.120606641649246,-124.2278,-119.641280476655,4.58651952334495
"FMMMCC-11-199","SW-2011-1132923","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2011-MAY-26","CA","Los Angeles","MALIBU","ZUMA BEACH",34.474444,33.9463884433333,-0.528055556666665,-118.834167,-118.555894658204,0.278272341796082
"SWFSC-DJS080426-01","SW-2008-1091927","NMFS-SOUTHWEST FISHERIES SCIENCE CENTER","Dolphin, Pacific white-sided","2008-APR-27","CA","San Luis Obispo",NA,"120 MILES WEST SOUTHWEST OF SAN SIMEON",34.5,35.3012965156931,0.801296515693146,-123,-120.844880020444,2.15511997955608
"SWFSC-DSJ080426-02","SW-2008-1091929","NMFS-SOUTHWEST FISHERIES SCIENCE CENTER","Dolphin, Pacific white-sided","2008-APR-27","CA","Santa Barbara",NA,NA,34.5,34.3506933583508,-0.149306641649247,-123,-119.641280476655,3.35871952334494
"SWC-ZC-16-293B","SW-2016-1183783","SeaWorld of California","Sea lion, California","2016-APR-03","CA","San Diego","SAN DIEGO","TORREY PINES STATE BEACH. ON THE FLAT ROCK THAT SEPARATES SOUTH TORREY PINES STATE BEACH AND NORTH BLACKS BEACH. NORTH TORREY PINES ROAD IS THE CLOSEST STREET",34.545,32.8061558059814,-1.73884419401862,-117.1531,-117.233907868453,-0.0808078684533342
"Blank","SW-2015-1186971","VANDENBERG AIR FORCE BASE","Sea lion, California","2015-JUL-10","CA","Santa Barbara","Lompoc","north rocky point",34.5583,34.3506933583508,-0.207606641649249,-120.6416,-119.641280476655,1.00031952334494
"Blank","SW-2015-1186968","VANDENBERG AIR FORCE BASE","Sea lion, California","2015-JUN-10","CA","Santa Barbara","Lompoc","Point Pedernaces",34.603198,34.3506933583508,-0.252504641649246,-120.642306,-119.641280476655,1.00102552334495
"TMMC-GFS-114","SW-2016-1187140","The Marine Mammal Center","Seal, Guadalupe fur","2016-JUN-08","CA","San Luis Obispo","Cambria","Moonstone Beach and Boardwalk",34.63,35.3012965156931,0.671296515693143,-121.6966,-120.844880020444,0.85171997955608
"FMMMCC-06-127","SW-2006-1057773","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2006-APR-15","CA","Los Angeles","TORRANCE","RAT BEACH",34.6375,33.9463884433333,-0.691111556666669,-118.39444,-118.555894658204,-0.161454658203908
"PRBO-15-16","SW-2015-1182831","Point Blue Conservation Science","Sea lion, California","2015-MAR-18","CA","Santa Barbara","Lompoc","Vandenberg Airforce Base, Surf North",34.686516,34.3506933583508,-0.335822641649244,-719390,-119.641280476655,719270.358719523
"LACM-DSJ-2286","SW-2010-1143587","Los Angeles County Museum of Natural History","Dolphin, common, long-beaked","2010-AUG-26","CA","Orange","Huntington Beach","Bolsa Chica State Beach; .3 mi S of Warner Avenue, tower #25",34.708056,33.4288729554098,-1.27918304459016,-118.061389,-117.695306882181,0.366082117818962
"BLANK","SW-2010-1142518","ORMOND BEACH GENERATING STATION","Sea lion, California","2010-JUL-25","CA","Ventura","Oxnard","RRI Energy. Ormond Beach Generating Station",34.733333,34.1860281307087,-0.547304869291338,-119.167778,-119.214604851601,-0.0468268516010539
"Blank","SW-2015-1186982","VANDENBERG AIR FORCE BASE","Sea lion, California","2015-JUL-22","CA","Santa Barbara","Lompoc","shuman south",34.806929,34.3506933583508,-0.456235641649243,-120.990812,-119.641280476655,1.34953152334495
"Blank","SW-2015-1186985","VANDENBERG AIR FORCE BASE","Dolphin, Risso's","2015-NOV-05","CA","Santa Barbara","Lompoc","shuman beach",34.83718,34.3506933583508,-0.486486641649243,-120.66137,-119.641280476655,1.02008952334495
"NONE-ASSIGNED","SW-2009-1099399","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-MAY-24","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH",34.8453,34.1860281307087,-0.659271869291338,-119.12587,-119.214604851601,-0.0887348516010462
"NONE-ASSIGNED","SW-2009-1099401","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-MAY-24","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH",34.8455,34.1860281307087,-0.659471869291337,-119.12586,-119.214604851601,-0.0887448516010494
"NONE-ASSIGNED","SW-2009-1098791","Channel Islands Marine and Wildlife Institute","Seal, northern elephant","2009-MAY-03","CA","Ventura","UNINCORPORATED","SILVER STRAND BEACH, OXNARD STREET",34.8502,34.1860281307087,-0.664171869291337,-119.11246,-119.214604851601,-0.102144851601054
"BLANK","SW-2015-1181095","VANDENBERG AIR FORCE BASE","Seal, Guadalupe fur","2015-SEP-04","CA","Santa Barbara","Lompoc","South Minuteman",34.8508,34.3506933583508,-0.500106641649246,-120.6092,-119.641280476655,0.967919523344946
"NONE-ASSIGNED","SW-2009-1099915","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-JUN-06","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH, VAN NUYS AVENUE",34.8548,34.1860281307087,-0.668771869291334,-119.1335,-119.214604851601,-0.0811048516010544
"NONE-ASSIGNED","SW-2009-1099921","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-JUN-06","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH, HOLLYWOOD AVENUE",34.8567,34.1860281307087,-0.670671869291333,-119.1349,-119.214604851601,-0.0797048516010506
"SBMNH-2009-12","SW-2009-1092153","Santa Barbara Museum of Natural History","Whale, gray","2009-APR-20","CA","Santa Barbara","VANDENBERG","NORTH VANDENBERG AIR FORCE BASE, BASE OF CLIFF ON LIONS HEAD BEACH",34.87449,34.3506933583508,-0.523796641649248,-120.62691,-119.641280476655,0.98562952334494
"NONE-ASSIGNED","SW-2009-1099037","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-MAY-15","CA","Ventura","OXNARD","MANDALAY COUNTY PARK IN FRONT OF EMBASSY SUITES",34.9064,34.1860281307087,-0.720371869291334,-119.14274,-119.214604851601,-0.0718648516010489
"CIMWI-08-034-ZC-32","SW-2008-1087921","Channel Islands Marine and Wildlife Institute","Sea lion, California","2008-SEP-14","CA","Ventura","UNINCORPORATED","SILVER STRAND BEACH END OF TUJUNGA",34.916,34.1860281307087,-0.729971869291333,-119.13182,-119.214604851601,-0.0827848516010476
"CIMWI-SB-16-236-ZC-228","SW-2016-1185080","Channel Islands Marine and Wildlife Institute","Sea lion, California","2016-APR-29","CA","Santa Barbara","Santa Barbara","Butterfly Beach",34.917245,34.3506933583508,-0.566551641649248,-119.648149,-119.641280476655,0.00686852334494858
"NONE-ASSIGNED","SW-2009-1099923","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-JUN-06","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH, SIMI AVENUE",34.9198,34.1860281307087,-0.733771869291338,-119.1322,-119.214604851601,-0.0824048516010549
"NONE-ASSIGNED","SW-2009-1099927","Channel Islands Marine and Wildlife Institute","Sea lion, California","2009-JUN-06","CA","Ventura","PORT HUENEME","SILVER STRAND BEACH, SANTA ROSA AVENUE",34.9204,34.1860281307087,-0.734371869291337,-119.1323,-119.214604851601,-0.0823048516010516
